"2 theta, degree"	Intensity
28.7234	23840.7171
28.7404	23908.7829
28.7574	23814.9786
28.7744	24051.5119
28.7914	24202.5153
28.8084	24275.2423
28.8254	24772.6413
28.8424	25142.551
28.8594	25560.6456
28.8764	25830.9117
28.8934	26170.4371
28.9104	27205.664
28.9274	28320.1596
28.9444	29232.7043
28.9614	29365.4852
28.9784	29434.9655
28.9954	30117.2643
29.0124	30638.7095
29.0294	29515.1688
29.0464	27994.1629
29.0634	27578.2138
29.0804	27152.0704
29.0974	26144.9131
29.1144	25235.262
29.1314	24559.9156
29.1484	24373.1205
29.1654	24418.3519
29.1824	24096.2893
29.1994	23795.0172
29.2164	23945.4977
29.2334	23856.9232
29.2504	23601.8005
29.2674	23802.9298
29.2844	23838.0809
29.3014	23710.82
29.3184	23606.2998
29.3354	23636.391
29.3524	23801.3791
29.3694	23760.6986
29.3864	23864.7153
29.4034	23681.6441
29.4204	23829.9097
29.4374	23601.4661
29.4544	23625.1414
29.4714	23709.8626
29.4884	24021.8843
29.5054	23985.8532
29.5224	23864.5369
29.5394	23782.2659
29.5564	23729.5555
29.5734	24287.3767
29.5904	24070.9734
29.6074	23942.9394
29.6244	23857.092
29.6414	23763.7948
29.6584	24061.3124
29.6754	24097.0642
29.6924	23997.5291
29.7094	23808.6794
29.7264	24048.5881
29.7434	24151.096
29.7604	23912.9682
29.7774	23948.2583
29.7944	24023.4025
29.8114	23930.3222
29.8284	23918.1339
29.8454	24104.5843
29.8624	23893.5989
29.8794	23919.0157
29.8964	23896.8062
29.9134	23766.8477
29.9304	23808.4944
29.9474	23840.3839
29.9644	23901.7605
29.9814	23781.6246
29.9984	24003.1565
30.0154	23954.6923
30.0324	23934.4954
30.0494	24088.2413
30.0664	24177.3444
30.0834	24217.5542
30.1004	24518.4521
30.1174	24628.7276
30.1344	24746.8735
30.1514	25101.2222
30.1684	25520.4113
30.1854	25747.8249
30.2024	25844.1355
30.2194	26218.9992
30.2364	26685.9574
30.2534	27221.2739
30.2704	28003.5088
30.2874	28841.537
30.3044	30007.9995
30.3214	30134.3981
30.3384	29389.2977
30.3554	28696.2625
30.3724	28335.7691
30.3894	27869.2987
30.4064	26934.3488
30.4234	25951.1343
30.4404	25518.7032
30.4574	25135.3986
30.4744	24496.5493
30.4914	24414.4034
30.5084	23988.7737
30.5254	23923.856
30.5424	23908.6861
30.5594	23986.4298
30.5764	24191.037
30.5934	24026.952
30.6104	24013.1761
30.6274	24156.1507
30.6444	23855.9738
30.6614	23937.6839
30.6784	23873.5248
30.6954	23814.2614
30.7124	24016.0187
30.7294	23875.3531
30.7464	24197.8323
30.7634	24255.8355
30.7804	24125.2849
30.7974	23995.0675
30.8144	23755.4998
30.8314	24187.1058
30.8484	24142.3953
30.8654	24065.9817
30.8824	24128.7781
30.8994	24283.9561
30.9164	24419.4745
30.9334	24481.1805
30.9504	24753.7337
30.9674	25445.4397
30.9844	25954.8706
31.0014	26156.5825
31.0184	26082.5248
31.0354	26276.7592
31.0524	26625.6534
31.0694	26704.7484
31.0864	26909.9146
31.1034	26973.3213
31.1204	27108.6817
31.1374	27066.9451
31.1544	26817.6142
31.1714	26581.0041
31.1884	26515.8561
31.2054	25993.9114
31.2224	25561.1172
31.2394	25500.725
31.2564	25307.8609
31.2734	25278.0658
31.2904	25221.0776
31.3074	24835.142
31.3244	24798.7118
31.3414	24644.0553
31.3584	24760.7911
31.3754	24486.1765
31.3924	24686.7608
31.4094	24597.0522
31.4264	24567.6989
31.4434	24299.3213
31.4604	24425.9568
31.4774	24415.5546
31.4944	24173.1801
31.5114	24323.2543
31.5284	24274.002
31.5454	24282.6445
31.5624	24026.2113
31.5794	24258.7586
31.5964	24207.4243
31.6134	24108.3713
31.6304	24448.3509
31.6474	24285.1126
31.6644	24217.9531
31.6814	23955.8032
31.6984	24320.9937
31.7154	24231.9442
31.7324	24441.8351
31.7494	24261.6385
31.7664	24519.5001
31.7834	24349.2064
31.8004	24448.7655
31.8174	24366.2351
31.8344	24502.1046
31.8514	24463.9428
31.8684	24743.34
31.8854	24925.7045
31.9024	25111.6339
31.9194	25244.7559
31.9364	25176.5416
31.9534	25241.317
31.9704	25579.616
31.9874	26151.2083
32.0044	26802.3221
32.0214	27788.8289
32.0384	29252.4186
32.0554	31029.9647
32.0724	32647.3284
32.0894	33762.1272
32.1064	34670.3179
32.1234	36142.4239
32.1404	38094.6159
32.1574	39835.4918
32.1744	41430.6048
32.1914	44247.269
32.2084	49147.6085
32.2254	55870.7834
32.2424	62875.5149
32.2594	62430.4905
32.2764	57062.9312
32.2934	50580.1192
32.3104	45880.6331
32.3274	44770.8727
32.3444	42325.713
32.3614	38103.7457
32.3784	33082.559
32.3954	29125.3271
32.4124	26842.9314
32.4294	26169.4623
32.4464	25558.1968
32.4634	25113.9112
32.4804	25074
32.4974	25300.9762
32.5144	25068.6043
32.5314	24586.3229
32.5484	24925.3513
32.5654	24497.499
32.5824	24570.6251
32.5994	24669.9703
32.6164	24535.9444
32.6334	24620.7104
32.6504	24690.7473
32.6674	24679.7354
32.6844	24523.914
32.7014	24452.9945
32.7184	24424.054
32.7354	24576.2294
32.7524	24597.7872
32.7694	24231.7388
32.7864	24403.9042
32.8034	24235.475
32.8204	24601.9281
32.8374	24582.5034
32.8544	24494.0529
32.8714	24433.4627
32.8884	24473.108
32.9054	24511.6421
32.9224	24335.6298
32.9394	24365.9017
32.9564	24489.2067
32.9734	24664.2525
32.9904	24577.5891
33.0074	24420.0071
33.0244	24424.2661
33.0414	24599.7792
33.0584	24427.059
33.0754	24333.1079
33.0924	24224.9615
33.1094	24166.9847
33.1264	24437.9359
33.1434	24392.7427
33.1604	24501.1337
33.1774	24357.2463
33.1944	24432.1794
33.2114	24852.0115
33.2284	24773.3601
33.2454	24469.3338
33.2624	24682.7573
33.2794	24823.248
33.2964	24464.2664
33.3134	24402.6123
33.3304	24589.6722
33.3474	24615.1532
33.3644	25106.3606
33.3814	24940.8394
33.3984	25156.7478
33.4154	25493.0129
33.4324	25648.7998
33.4494	25311.6796
33.4664	25716.9937
33.4834	25980.5449
33.5004	25897.3556
33.5174	26319.8641
33.5344	26565.0773
33.5514	27102.2695
33.5684	27023.3433
33.5854	27037.529
33.6024	27072.4631
33.6194	27123.6363
33.6364	27501.4045
33.6534	27891.1062
33.6704	27947.3902
33.6874	27875.2927
33.7044	27438.8843
33.7214	27323.2265
33.7384	26872.5003
33.7554	26661.0067
33.7724	26187.2541
33.7894	25923.2904
33.8064	25806.8296
33.8234	25797.7699
33.8404	25451.2815
33.8574	25209.0837
33.8744	25087.1926
33.8914	25190.8223
33.9084	25178.9343
33.9254	25197.9909
33.9424	25182.9704
33.9594	25355.6656
33.9764	25437.4607
33.9934	25572.5028
34.0104	25645.2674
34.0274	25823.5411
34.0444	26011.5316
34.0614	26306.5306
34.0784	26882.4343
34.0954	27483.4414
34.1124	28391.6908
34.1294	29313.728
34.1464	29561.0906
34.1634	28937.7337
34.1804	28725.087
34.1974	28526.3965
34.2144	28952.0256
34.2314	29016.6342
34.2484	29499.8355
34.2654	30196.9402
34.2824	30277.7518
34.2994	29725.6139
34.3164	28372.5452
34.3334	27309.2146
34.3504	27196.3367
34.3674	27217.7077
34.3844	26821.9393
34.4014	26076.6697
34.4184	25516.83
34.4354	25297.5455
34.4524	25337.4155
34.4694	25439.0386
34.4864	25450.7564
34.5034	25526.2042
34.5204	25527.006
34.5374	25570.3597
34.5544	25521.8974
34.5714	25800.5239
34.5884	26000.5136
34.6054	26019.1435
34.6224	26020.1985
34.6394	26454.5454
34.6564	26667.1215
34.6734	27490.2345
34.6904	28939.4788
34.7074	28762.1327
34.7244	29190.4412
34.7414	29250.0961
34.7584	29462.7992
34.7754	29859.0072
34.7924	30168.9231
34.8094	30387.1806
34.8264	30900.325
34.8434	30723.9494
34.8604	29824.2019
34.8774	28769.471
34.8944	28267.2789
34.9114	28294.0757
34.9284	27804.4397
34.9454	27248.7491
34.9624	26873.9472
34.9794	26283.1446
34.9964	26182.1272
35.0134	26577.0612
35.0304	26710.9336
35.0474	26766.5347
35.0644	26849.1676
35.0814	27258.2654
35.0984	27736.0695
35.1154	28220.6511
35.1324	28525.8416
35.1494	28801.6954
35.1664	29045.5374
35.1834	29540.7265
35.2004	29658.3513
35.2174	30157.3119
35.2344	30636.2674
35.2514	30735.2107
35.2684	30133.4176
35.2854	29153.9799
35.3024	28909.3804
35.3194	28706.9171
35.3364	28448.24
35.3534	27815.4493
35.3704	27230.4742
35.3874	26771.3254
35.4044	26371.6444
35.4214	26036.1768
35.4384	26304.55
35.4554	25931.4257
35.4724	25929.153
35.4894	25413.2042
35.5064	25878.1155
35.5234	26276.853
35.5404	26127.49
35.5574	26432.4059
35.5744	26522.4764
35.5914	26487.6739
35.6084	25726.3408
35.6254	25891.6218
35.6424	25657.7415
35.6594	25498.0649
35.6764	25530.9342
35.6934	25213.8944
35.7104	25055.7966
35.7274	25009.5427
35.7444	24862.0869
35.7614	24905.5313
35.7784	24832.8826
35.7954	24591.3574
35.8124	24531.942
35.8294	24676.7318
35.8464	24791.3176
35.8634	24679.6933
35.8804	24659.2104
35.8974	24701.3443
35.9144	24939.0557
35.9314	25159.2599
35.9484	25226.4106
35.9654	25396.4137
35.9824	25456.2674
35.9994	25716.4963
36.0164	26281.0422
36.0334	26867.2663
36.0504	27471.8834
36.0674	27939.4377
36.0844	28239.2809
36.1014	28489.8215
36.1184	29292.5099
36.1354	30745.9633
36.1524	32634.0358
36.1694	33574.867
36.1864	33772.2135
36.2034	32890.2279
36.2204	32002.241
36.2374	32343.7716
36.2544	32831.7278
36.2714	32244.9548
36.2884	30835.0328
36.3054	29521.0298
36.3224	28690.7239
36.3394	28870.0433
36.3564	28714.5951
36.3734	28359.816
36.3904	27841.8127
36.4074	27549.8512
36.4244	27770.4109
36.4414	27958.3925
36.4584	27859.1127
36.4754	28331.7087
36.4924	28357.9687
36.5094	28250.0858
36.5264	28139.8101
36.5434	28467.2032
36.5604	28052.9327
36.5774	28070.1778
36.5944	28244.0893
36.6114	28079.5175
36.6284	28276.1263
36.6454	27705.3025
36.6624	27333.1123
36.6794	27081.6958
36.6964	26936.5706
36.7134	26501.279
36.7304	26168.0116
36.7474	26299.5874
36.7644	26013.4705
36.7814	25748.8251
36.7984	25810.2257
36.8154	25576.2606
36.8324	25269.0372
36.8494	25232.4221
36.8664	25449.4843
36.8834	25498.6875
36.9004	25316.982
36.9174	25378.3966
36.9344	25561.1335
36.9514	25868.8726
36.9684	26390.0515
36.9854	27154.7873
37.0024	28232.4675
37.0194	29776.11
37.0364	31853.3993
37.0534	34244.4524
37.0704	36656.2743
37.0874	38818.9157
37.1044	40145.0535
37.1214	41495.8032
37.1384	45672.6641
37.1554	49759.6777
37.1724	53226.9518
37.1894	55983.9183
37.2064	58327.4141
37.2234	62745.9728
37.2404	72029.9056
37.2574	81539.8941
37.2744	81209.1331
37.2914	66307.1712
37.3084	51514.2185
37.3254	46383.3641
37.3424	48891.8329
37.3594	51096.585
37.3764	45264.8373
37.3934	37077.6322
37.4104	31144.5161
37.4274	29085.9196
37.4444	28950.5775
37.4614	29214.4058
37.4784	29451.0189
37.4954	29527.0341
37.5124	29759.9982
37.5294	29971.3997
37.5464	30287.8613
37.5634	30315.0278
37.5804	30508.8621
37.5974	29387.5845
37.6144	28233.9332
37.6314	28048.9466
37.6484	28254.8712
37.6654	28565.741
37.6824	28446.5916
37.6994	27458.9002
37.7164	26852.267
37.7334	26432.3377
37.7504	26688.4964
37.7674	26954.7292
37.7844	27078.3045
37.8014	26835.5829
37.8184	26543.7997
37.8354	26593.6353
37.8524	26767.5577
37.8694	26598.5883
37.8864	26894.0356
37.9034	26986.0936
37.9204	26715.8952
37.9374	26686.2036
37.9544	26870.604
37.9714	26855.5037
37.9884	26779.5342
38.0054	26991.1736
38.0224	27255.4752
38.0394	27170.394
38.0564	26259.1458
38.0734	25491.1687
38.0904	25213.0158
38.1074	25232.1743
38.1244	25391.3739
38.1414	25152.7489
38.1584	24754.1943
38.1754	24256.6233
38.1924	24403.8873
38.2094	24437.248
38.2264	24386.1857
38.2434	24257.6702
38.2604	24097.3848
38.2774	23992.7044
38.2944	24784.0186
38.3114	24693.3998
38.3284	24867.3565
38.3454	25183.1732
38.3624	25707.1958
38.3794	26081.6756
38.3964	26507.6328
38.4134	27106.3187
38.4304	28061.2252
38.4474	29308.5818
38.4644	30156.9575
38.4814	31869.6618
38.4984	34095.7656
38.5154	36750.1269
38.5324	39262.727
38.5494	42687.0958
38.5664	45536.2469
38.5834	44487.0603
38.6004	40891.3374
38.6174	39412.2655
38.6344	37813.0008
38.6514	37065.6824
38.6684	36559.3496
38.6854	34325.1098
38.7024	31945.6666
38.7194	30568.9359
38.7364	29280.9718
38.7534	28083.0453
38.7704	27200.6093
38.7874	27012.4018
38.8044	27456.7291
38.8214	27664.4307
38.8384	26723.8949
38.8554	26087.6566
38.8724	25818.9684
38.8894	25537.8873
38.9064	25382.3892
38.9234	25216.0012
38.9404	24852.2381
38.9574	24633.082
38.9744	24440.8884
38.9914	24191.1334
39.0084	24068.0387
39.0254	24018.2978
39.0424	23895.0127
39.0594	23960.1986
39.0764	24144.2884
39.0934	24178.9591
39.1104	24120.5815
39.1274	24166.6763
39.1444	24082.4168
39.1614	24078.3308
39.1784	23974.2359
39.1954	23919.8017
39.2124	23968.8554
39.2294	23754.9421
39.2464	23808.7731
39.2634	23546.6259
39.2804	23641.3479
39.2974	23798.7982
39.3144	23579.3176
39.3314	23390.0341
39.3484	23599.7041
39.3654	23843.5026
39.3824	23497.2759
39.3994	23444.3736
39.4164	23658.3202
39.4334	23321.4583
39.4504	23649.1559
39.4674	23464.3703
39.4844	23614.2831
39.5014	23574.8713
39.5184	23642.2035
39.5354	23861.8315
39.5524	23614.6971
39.5694	23460.177
39.5864	23797.4768
39.6034	23592.2316
39.6204	23814.6236
39.6374	23869.2878
39.6544	23803.4781
39.6714	24223.8281
39.6884	24032.8753
39.7054	23892.0719
39.7224	24082.0925
39.7394	24316.5896
39.7564	24453.2061
39.7734	24555.6975
39.7904	24526.9503
39.8074	24598.9712
39.8244	24797.0669
39.8414	24801.7353
39.8584	24646.9355
39.8754	24520.5247
39.8924	24411.5117
39.9094	24464.7114
39.9264	24408.5303
39.9434	24406.8082
39.9604	24292.6809
39.9774	24091.5739
39.9944	23873.0517
40.0114	23751.1267
40.0284	23596.1113
40.0454	23499.5408
40.0624	23481.2529
40.0794	23597.8729
40.0964	23663.322
40.1134	23509.3491
40.1304	23458.9539
40.1474	23540.9977
40.1644	23610.8871
40.1814	23448.8652
40.1984	23365.2949
40.2154	23450.2712
40.2324	23383.2885
40.2494	23355.1009
40.2664	23614.977
40.2834	23304.4442
40.3004	23465.902
40.3174	23384.8687
40.3344	23175.8759
40.3514	23192.7274
40.3684	23507.236
40.3854	23434.4359
40.4024	23300.7222
40.4194	23461.2223
40.4364	23285.8473
40.4534	23412.8792
40.4704	23380.5297
40.4874	23703.125
40.5044	23807.7077
40.5214	23755.2498
40.5384	24509.1331
40.5554	24895.259
40.5724	25519.6311
40.5894	26514.6707
40.6064	27416.8345
40.6234	28102.3305
40.6404	28460.4128
40.6574	29621.4512
40.6744	30725.4181
40.6914	31845.5016
40.7084	33441.1512
40.7254	35933.5668
40.7424	39448.6742
40.7594	43690.1329
40.7764	46674.7741
40.7934	47073.299
40.8104	44569.6862
40.8274	41296.2654
40.8444	38972.8586
40.8614	37255.465
40.8784	35884.0573
40.8954	34697.9608
40.9124	33075.2567
40.9294	30905.7072
40.9464	28643.8488
40.9634	26788.1219
40.9804	25274.1874
40.9974	24282.8336
41.0144	23870.8307
41.0314	23843.1787
41.0484	23448.2343
41.0654	23235.1671
41.0824	23174.7627
41.0994	23098.6194
41.1164	23033.8605
41.1334	23098.0792
41.1504	23009.7178
41.1674	23014.4674
41.1844	23271.7702
41.2014	22845.5528
41.2184	22861.0558
41.2354	23006.2388
41.2524	23248.1684
41.2694	23435.1861
41.2864	23285.0396
41.3034	23564.3782
41.3204	23833.7763
41.3374	24119.9282
41.3544	24323.3351
41.3714	24066.1286
41.3884	24734.9067
41.4054	25271.4986
41.4224	25623.1851
41.4394	26216.3373
41.4564	26288.1763
41.4734	27683.9755
41.4904	29256.3881
41.5074	32378.3251
41.5244	35467.0001
41.5414	36402.4498
41.5584	33504.5742
41.5754	30069.7227
41.5924	28077.1138
41.6094	27536.4013
41.6264	28956.8096
41.6434	29538.6704
41.6604	28848.3336
41.6774	26432.7029
41.6944	24810.6163
41.7114	24107.9933
41.7284	23637.3134
41.7454	23365.1182
41.7624	23431.3515
41.7794	23379.8245
41.7964	23310.1763
41.8134	23305.7267
41.8304	23382.5033
41.8474	23519.0991
41.8644	23822.1982
41.8814	23932.3559
41.8984	24085.2283
41.9154	24372.2833
41.9324	24484.4299
41.9494	24670.6891
41.9664	24735.9676
41.9834	24899.0643
42.0004	25167.0298
42.0174	25672.6909
42.0344	26748.2514
42.0514	28358.1395
42.0684	29326.5711
42.0854	28753.6172
42.1024	27558.2715
42.1194	27030.0778
42.1364	27045.0421
42.1534	27856.4244
42.1704	29113.0142
42.1874	30001.8366
42.2044	30856.1733
42.2214	31090.0161
42.2384	30431.0887
42.2554	28984.7329
42.2724	27906.0266
42.2894	27474.8987
42.3064	27654.7057
42.3234	27565.1494
42.3404	27629.4497
42.3574	27295.4942
42.3744	26581.052
42.3914	25639.0559
42.4084	25655.185
42.4254	25757.5203
42.4424	25533.9066
42.4594	25560.3249
42.4764	25672.5563
42.4934	25692.2839
42.5104	25681.4204
42.5274	26446.1565
42.5444	27676.0291
42.5614	29041.513
42.5784	28802.9185
42.5954	27570.793
42.6124	26344.8937
42.6294	25991.3001
42.6464	25506.492
42.6634	25544.1344
42.6804	25771.0579
42.6974	25404.0832
42.7144	24768.5025
42.7314	24266.6285
42.7484	23895.9864
42.7654	23369.5365
42.7824	23059.4233
42.7994	22827.7362
42.8164	22657.9342
42.8334	22753.6728
42.8504	22818.9808
42.8674	22830.2268
42.8844	22915.76
42.9014	22893.4713
42.9184	22756.2908
42.9354	22767.6164
42.9524	22843.6181
42.9694	22882.8273
42.9864	23304.8289
43.0034	23495.9877
43.0204	23458.5932
43.0374	23427.2475
43.0544	23416.0079
43.0714	24007.387
43.0884	24129.9038
43.1054	24340.2791
43.1224	25005.9527
43.1394	25691.3897
43.1564	26442.119
43.1734	27348.7225
43.1904	28129.8246
43.2074	29655.8081
43.2244	31057.8898
43.2414	32356.8681
43.2584	33424.0246
43.2754	34370.6852
43.2924	35132.8136
43.3094	36000.4112
43.3264	35829.9464
43.3434	35930.364
43.3604	36960.2792
43.3774	37175.1503
43.3944	36689.2923
43.4114	35700.0744
43.4284	35178.0716
43.4454	34311.1522
43.4624	33852.3876
43.4794	32720.1253
43.4964	32492.7635
43.5134	31831.1082
43.5304	31067.5545
43.5474	30260.5161
43.5644	29546.4664
43.5814	28766.8682
43.5984	28133.537
43.6154	27293.8549
43.6324	26905.6334
43.6494	26463.801
43.6664	26322.8756
43.6834	25861.1766
43.7004	25534.8535
43.7174	25060.7511
43.7344	24689.1919
43.7514	24340.0173
43.7684	24142.6456
43.7854	24037.4347
43.8024	23788.333
43.8194	23538.8797
43.8364	23370.5523
43.8534	23620.8092
43.8704	23591.4338
43.8874	23445.9272
43.9044	23764.6717
43.9214	23892.0911
43.9384	24177.8647
43.9554	24671.0379
43.9724	25069.3138
43.9894	25887.1752
44.0064	26919.8234
44.0234	27627.4638
44.0404	28330.1182
44.0574	28879.9687
44.0744	29427.5323
44.0914	30850.9395
44.1084	33313.2745
44.1254	36805.9728
44.1424	38219.7859
44.1594	38939.8554
44.1764	38657.2942
44.1934	37613.5873
44.2104	36971.0023
44.2274	37841.1618
44.2444	39617.2456
44.2614	41489.1283
44.2784	41967.4179
44.2954	39484.095
44.3124	35968.1701
44.3294	33824.7432
44.3464	33598.0346
44.3634	35071.5954
44.3804	36429.6325
44.3974	36444.1382
44.4144	33478.2466
44.4314	29920.1663
44.4484	28380.3235
44.4654	28262.2971
44.4824	29269.4054
44.4994	30223.0606
44.5164	28597.6443
44.5334	25955.8966
44.5504	24849.5117
44.5674	24003.1674
44.5844	23769.812
44.6014	24080.1146
44.6184	23895.8108
44.6354	23174.7237
44.6524	22523.6531
44.6694	21889.7519
44.6864	21837.6547
44.7034	22127.6228
44.7204	22132.6019
44.7374	21821.4979
44.7544	21579.9527
44.7714	21781.3887
44.7884	22006.756
44.8054	21945.4264
44.8224	21951.0859
44.8394	22085.6665
44.8564	22087.5187
44.8734	22300.3441
44.8904	22714.456
44.9074	23196.0681
44.9244	23859.5137
44.9414	24089.0589
44.9584	24602.5126
44.9754	25192.4566
44.9924	25757.3256
45.0094	26584.3564
45.0264	27280.1572
45.0434	27872.5731
45.0604	28458.5851
45.0774	28713.0798
45.0944	28811.1761
45.1114	28795.3463
45.1284	28055.8692
45.1454	27302.9503
45.1624	26511.5821
45.1794	26071.1951
45.1964	25259.5702
45.2134	25245.9292
45.2304	24796.6896
45.2474	24492.7317
45.2644	24232.9929
45.2814	23749.3771
45.2984	23425.8695
45.3154	22906.1413
45.3324	22788.7651
45.3494	22671.023
45.3664	22989.7481
45.3834	23290.4857
45.4004	24100.2286
45.4174	24769.3906
45.4344	24576.1371
45.4514	24698.3249
45.4684	25453.5524
45.4854	26107.4779
45.5024	26943.106
45.5194	28605.686
45.5364	30948.5275
45.5534	33218.7768
45.5704	35134.1416
45.5874	37660.7877
45.6044	38875.9094
45.6214	36947.3127
45.6384	34856.3883
45.6554	35617.699
45.6724	36998.6951
45.6894	37932.9504
45.7064	37430.1992
45.7234	35453.8646
45.7404	33886.6518
45.7574	32225.4071
45.7744	31275.8868
45.7914	30816.8723
45.8084	29936.8196
45.8254	29133.6684
45.8424	28379.072
45.8594	27473.8268
45.8764	26111.158
45.8934	24939.6829
45.9104	24265.1487
45.9274	23744.7808
45.9444	23463.0568
45.9614	23256.6728
45.9784	22836.6749
45.9954	22437.1255
46.0124	22072.3055
46.0294	21666.8737
46.0464	21496.6762
46.0634	21654.2873
46.0804	21438.7589
46.0974	21385.841
46.1144	21564.0092
46.1314	21324.1593
46.1484	21221.5852
46.1654	21297.0836
46.1824	21504.4412
46.1994	21332.5798
46.2164	21494.6923
46.2334	21555.1331
46.2504	21462.8708
46.2674	21732.9053
46.2844	21807.1541
46.3014	22148.5721
46.3184	22158.0307
46.3354	22940.1295
46.3524	23007.578
46.3694	23023.0426
46.3864	24045.4194
46.4034	24961.971
46.4204	27050.3882
46.4374	27958.5216
46.4544	26659.6853
46.4714	25173.1335
46.4884	25291.027
46.5054	25300.977
46.5224	24790.4394
46.5394	25050.4602
46.5564	24688.9377
46.5734	23961.0106
46.5904	23119.0902
46.6074	22759.5678
46.6244	22748.9976
46.6414	22766.7339
46.6584	21939.8569
46.6754	21372.7289
46.6924	21300.8696
46.7094	21134.3636
46.7264	20951.5119
46.7434	21030.5822
46.7604	20803.5916
46.7774	20703.3584
46.7944	20914.0596
46.8114	20892.3698
46.8284	20884.8227
46.8454	20797.2542
46.8624	20738.6249
46.8794	20727.8973
46.8964	20748.743
46.9134	20724.3886
46.9304	20753.4488
46.9474	20601.711
46.9644	20508.1588
46.9814	20579.2608
46.9984	20722.8471
47.0154	20512.9636
47.0324	20680.1146
47.0494	20926.234
47.0664	20758.9959
47.0834	20672.044
47.1004	20665.6618
47.1174	20644.2865
47.1344	20868.5346
47.1514	20551.1027
47.1684	20708.4911
47.1854	20685.0661
47.2024	20794.2135
47.2194	20731.6704
47.2364	20762.4576
47.2534	20668.7708
47.2704	20762.9304
47.2874	20844.5866
47.3044	20846.0133
47.3214	20604.2123
47.3384	20660.5331
47.3554	20827.5503
47.3724	20922.964
47.3894	20628.017
47.4064	20766.6609
47.4234	20874.5249
47.4404	20771.7598
47.4574	20615.0849
47.4744	20697.6686
47.4914	20698.2611
47.5084	20635.8397
47.5254	20722.5157
47.5424	20670.1446
47.5594	20698.2952
47.5764	20745.529
47.5934	20847.4344
47.6104	20713.5727
47.6274	20781.5356
47.6444	20837.5659
47.6614	20828.4252
47.6784	20920.9237
47.6954	20693.233
47.7124	20799.8515
47.7294	20859.6802
47.7464	20924.6425
47.7634	21102.3479
47.7804	21276.2979
47.7974	21455.4286
47.8144	21685.677
47.8314	21637.1858
47.8484	21503.0731
47.8654	21561.9589
47.8824	21688.2826
47.8994	21880.3363
47.9164	22077.7427
47.9334	22005.0519
47.9504	21755.385
47.9674	21516.641
47.9844	21488.737
48.0014	21297.9911
48.0184	21038.301
48.0354	21149.7683
48.0524	21280.9841
48.0694	20894.9056
48.0864	20833.0829
48.1034	20771.1223
48.1204	20853.0068
48.1374	20871
48.1544	20508.4908
48.1714	20740.9496
48.1884	20474.4219
48.2054	20551.3175
48.2224	20710.2355
48.2394	20650.8512
48.2564	20796.7755
48.2734	20364.858
48.2904	20772.2531
48.3074	20538.9163
48.3244	20694.2908
48.3414	20944.2316
48.3584	20658.6441
48.3754	20906.2303
48.3924	20827.1623
48.4094	20862.7308
48.4264	20837.152
48.4434	20997.7215
48.4604	21240.1723
48.4774	21214.7682
48.4944	21289.8933
48.5114	20963.9325
48.5284	20747.3877
48.5454	20731.7594
48.5624	20807.41
48.5794	20805.4269
48.5964	20861.3239
48.6134	20816.0053
48.6304	20828.3538
48.6474	20570.2177
48.6644	20610.158
48.6814	20831.4681
48.6984	20679.7755
48.7154	20452.7419
48.7324	20478.1181
48.7494	20687.5876
48.7664	20696.678
48.7834	20527.5253
48.8004	20403.9081
48.8174	20574.6469
48.8344	20764.6721
48.8514	20966.9279
48.8684	21176.4744
48.8854	21161.0904
48.9024	21031.701
48.9194	20979.3471
48.9364	20559.7296
48.9534	20589.4367
48.9704	20667.965
48.9874	20822.881
49.0044	20855.2726
49.0214	20849.4401
49.0384	20863.7376
49.0554	20882.3265
49.0724	20668.3752
49.0894	20744.1494
49.1064	20978.4484
49.1234	20655.4089
49.1404	20800.4416
49.1574	20884.9794
49.1744	20967.4177
49.1914	20686.6411
49.2084	21191.5789
49.2254	20963.7219
49.2424	21297.947
49.2594	21415.2602
49.2764	21664.7423
49.2934	21417.2483
49.3104	22169.9355
49.3274	22104.9844
49.3444	22457.9289
49.3614	23105.1138
49.3784	23476.7479
49.3954	24660.2637
49.4124	25968.5777
49.4294	26628.2855
49.4464	26574.7338
49.4634	26541.5889
49.4804	25877.7169
49.4974	24988.8318
49.5144	24310.519
49.5314	24428.2875
49.5484	24803.0947
49.5654	24989.1858
49.5824	24919.2532
49.5994	25160.3188
49.6164	25439.6864
49.6334	25597.8418
49.6504	25823.724
49.6674	26207.9499
49.6844	26913.4627
49.7014	27752.2272
49.7184	28804.0504
49.7354	30231.841
49.7524	31408.6567
49.7694	31271.9047
49.7864	29328.539
49.8034	26980.3163
49.8204	25911.6894
49.8374	25965.2579
49.8544	26504.694
49.8714	26689.6871
49.8884	26216.1759
49.9054	25253.3785
49.9224	23630.2577
49.9394	22341.7844
49.9564	21927.0584
49.9734	22054.1296
49.9904	21877.4758
50.0074	21560.0404
50.0244	21148.2412
50.0414	20986.5155
50.0584	21132.855
50.0754	21287.8114
50.0924	21104.1935
50.1094	21428.1912
50.1264	21467.5171
50.1434	21500.372
50.1604	21534.4598
50.1774	21499.9208
50.1944	21955.1906
50.2114	22153.0044
50.2284	22407.4124
50.2454	22431.6606
50.2624	23362.4739
50.2794	24499.3929
50.2964	24833.691
50.3134	25157.9023
50.3304	25566.9034
50.3474	26017.3866
50.3644	26441.3562
50.3814	27361.4474
50.3984	28777.0648
50.4154	31148.2435
50.4324	32800.899
50.4494	32821.421
50.4664	31267.12
50.4834	29122.3029
50.5004	28140.9165
50.5174	27547.9091
